Date,Week,Exposed,Dung_160ml,FoodType,ID,Snail_No,Length,Eggs,Worms,C_Eggs,C_Worms,Infected,Alive,Dead,Last_Alive,Notes
Dec-13-2024,9,Yes,12.8,High,M3,41,17.8,28,0,264,4,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,M3,41,18.7,6,0,270,4,1,1,0,0,NA
Dec-27-2024,11,Yes,12.8,High,M3,41,18.7,27,0,297,4,1,1,0,0,NA
Jan-03-2025,12,Yes,12.8,High,M3,41,18.7,17,0,314,4,1,1,0,0,NA
Jan-10-2025,13,Yes,12.8,High,M3,41,18.1,11,0,325,4,1,1,0,0,NA
Jan-17-2025,14,Yes,12.8,High,M3,41,18.6,13,0,338,4,1,1,0,0,NA
Jan-25-2025,15,Yes,12.8,High,M3,41,18.9,15,0,353,4,1,1,0,0,NA
Jan-31-2025,16,Yes,12.8,High,M3,41,19.5,35,0,388,4,1,1,0,1,NA
0ct-11-2024,0,Yes,19.2,High,A4,43,10.8,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,A4,43,12.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,A4,43,12.2,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,A4,43,13.8,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,A4,43,14.8,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,A4,43,15.6,0,225.6559,0,225.6559,1,1,0,0,NA
Nov-22-2024,6,Yes,19.2,High,A4,43,16,0,957.72,0,1183.3759,1,1,0,0,NA
Nov-29-2024,7,Yes,19.2,High,A4,43,16.1,0,1957.08,0,3140.4559,1,1,0,0,NA
Dec-06-2024,8,Yes,19.2,High,A4,43,15.6,0,2175.69,0,5316.1459,1,1,0,1,NA
Dec-13-2024,9,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Dec-20-2024,10,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Dec-27-2024,11,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Jan-03-2025,12,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Jan-10-2025,13,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Jan-17-2025,14,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Jan-25-2025,15,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
Jan-31-2025,16,Yes,19.2,High,A4,43,,,,,,1,0,1,0,Dead Dec.13.2024
0ct-11-2024,0,Yes,19.2,High,D4,46,12.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,D4,46,12.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,D4,46,12.3,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,D4,46,14,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,D4,46,14.7,0,17,0,17,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,D4,46,14.8,0,465.1983,0,482.1983,1,1,0,0,NA
Nov-22-2024,6,Yes,19.2,High,D4,46,15.2,0,576.02,0,1058.2183,1,1,0,0,NA
Nov-29-2024,7,Yes,19.2,High,D4,46,14.9,0,1245.73,0,2303.9483,1,1,0,0,NA
Dec-06-2024,8,Yes,19.2,High,D4,46,14.9,0,839.74,0,3143.6883,1,1,0,0,NA
Dec-13-2024,9,Yes,19.2,High,D4,46,15.6,0,1492.1,0,4635.7883,1,1,0,0,NA
Dec-20-2024,10,Yes,19.2,High,D4,46,15,0,1041,0,5676.7883,1,1,0,0,NA
Dec-27-2024,11,Yes,19.2,High,D4,46,15.1,0,241.9,0,5918.6883,1,1,0,0,NA
Jan-03-2025,12,Yes,19.2,High,D4,46,14.9,0,0,0,5918.6883,1,1,0,0,NA
Jan-10-2025,13,Yes,19.2,High,D4,46,15,0,0,0,5918.6883,1,1,0,0,NA
Jan-17-2025,14,Yes,19.2,High,D4,46,15,0,0,0,5918.6883,1,1,0,1,NA
Jan-25-2025,15,Yes,19.2,High,D4,46,,,,,,1,0,1,0,Dead Jan.25.2025
Jan-31-2025,16,Yes,19.2,High,D4,46,,,,,,1,0,1,0,Dead Jan.25.2025
0ct-11-2024,0,Yes,19.2,High,E4,47,10.7,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,E4,47,11.2,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,E4,47,11.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,E4,47,13,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,E4,47,13.5,0,975.5277,0,975.5277,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,E4,47,15.2,0,1583.063,0,2558.5907,1,1,0,0,NA
Nov-22-2024,6,Yes,19.2,High,E4,47,14.6,0,1179.8,0,3738.3907,1,1,0,0,NA
Nov-29-2024,7,Yes,19.2,High,E4,47,14.6,0,2258.97,0,5997.3607,1,1,0,1,NA
Dec-06-2024,8,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-13-2024,9,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-20-2024,10,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-27-2024,11,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-03-2025,12,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-10-2025,13,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-17-2025,14,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-25-2025,15,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-31-2025,16,Yes,19.2,High,E4,47,,,,,,1,0,1,0,Dead Dec.06.2024
0ct-11-2024,0,Yes,19.2,High,F4,48,12.5,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,F4,48,12.6,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,F4,48,11.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,F4,48,12.9,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,F4,48,13.5,1,0,1,0,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,F4,48,14.7,4,7,5,7,1,1,0,0,NA
Nov-22-2024,6,Yes,19.2,High,F4,48,14.6,0,0,5,7,1,1,0,0,NA
Nov-29-2024,7,Yes,19.2,High,F4,48,15.3,0,0,5,7,1,1,0,0,NA
Dec-06-2024,8,Yes,19.2,High,F4,48,15,0,0,5,7,1,1,0,0,NA
Dec-13-2024,9,Yes,19.2,High,F4,48,14.3,0,0,5,7,1,1,0,1,NA
Dec-20-2024,10,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
Dec-27-2024,11,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-03-2025,12,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-10-2025,13,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-17-2025,14,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-25-2025,15,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-31-2025,16,Yes,19.2,High,F4,48,,,,,,1,0,1,0,Dead Dec.20.2024
0ct-11-2024,0,Yes,19.2,High,J4,52,11,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,J4,52,11.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,J4,52,11.3,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,J4,52,13.4,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,J4,52,14.2,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,J4,52,15.4,0,121.507,0,121.507,1,1,0,0,NA
Nov-22-2024,6,Yes,19.2,High,J4,52,16,0,856.09,0,977.597,1,1,0,0,NA
Nov-29-2024,7,Yes,19.2,High,J4,52,15.9,0,1162.45,0,2140.047,1,1,0,0,NA
Dec-06-2024,8,Yes,19.2,High,J4,52,15.9,0,798.1,0,2938.147,1,1,0,0,NA
Dec-13-2024,9,Yes,19.2,High,J4,52,16.1,0,909.14,0,3847.287,1,1,0,0,NA
Dec-20-2024,10,Yes,19.2,High,J4,52,16.1,0,808.51,0,4655.797,1,1,0,1,NA
Dec-27-2024,11,Yes,19.2,High,J4,52,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-03-2025,12,Yes,19.2,High,J4,52,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-10-2025,13,Yes,19.2,High,J4,52,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-17-2025,14,Yes,19.2,High,J4,52,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-25-2025,15,Yes,19.2,High,J4,52,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-31-2025,16,Yes,19.2,High,J4,52,,,,,,1,0,1,0,Dead Dec.27.2024
0ct-11-2024,0,Yes,19.2,High,K4,53,11.6,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,K4,53,11.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,K4,53,11.2,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,K4,53,13.4,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,K4,53,14.5,0,9,0,9,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,K4,53,15,0,2013.545,0,2022.545,1,1,0,0,NA
Nov-22-2024,6,Yes,19.2,High,K4,53,15.6,0,1252.67,0,3275.215,1,1,0,0,NA
Nov-29-2024,7,Yes,19.2,High,K4,53,15.5,0,2911.33,0,6186.545,1,1,0,1,NA
Dec-06-2024,8,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-13-2024,9,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-20-2024,10,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-27-2024,11,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-03-2025,12,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-10-2025,13,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-17-2025,14,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-25-2025,15,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-31-2025,16,Yes,19.2,High,K4,53,,,,,,1,0,1,0,Dead Dec.06.2024
0ct-11-2024,0,Yes,19.2,High,L4,54,11.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,L4,54,11.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,L4,54,12.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,L4,54,14.8,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,L4,54,14.9,0,2419.725,0,2419.725,1,1,0,1,NA
Nov-15-2024,5,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,Yes,19.2,High,L4,54,,,,,,1,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,Yes,19.2,High,N4,56,9.7,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,19.2,High,N4,56,10.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,19.2,High,N4,56,10.2,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,19.2,High,N4,56,13.7,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,19.2,High,N4,56,14.8,0,638.7797,0,638.7797,1,1,0,0,NA
Nov-15-2024,5,Yes,19.2,High,N4,56,15,0,2558.591,0,3197.3707,1,1,0,1,NA
Nov-22-2024,6,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Nov-29-2024,7,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-06-2024,8,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-13-2024,9,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-20-2024,10,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-27-2024,11,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-03-2025,12,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-10-2025,13,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-17-2025,14,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-25-2025,15,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-31-2025,16,Yes,19.2,High,N4,56,,,,,,1,0,1,0,Dead Nov.22.2024
0ct-11-2024,0,Yes,25.6,High,A5,57,11.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,25.6,High,A5,57,11.6,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,25.6,High,A5,57,12.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,25.6,High,A5,57,13.2,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,25.6,High,A5,57,14.4,0,183.91,0,183.91,1,1,0,0,NA
Nov-15-2024,5,Yes,25.6,High,A5,57,15.1,0,818.92,0,1002.83,1,1,0,0,NA
Nov-22-2024,6,Yes,25.6,High,A5,57,13.7,0,1204.09,0,2206.92,1,1,0,0,NA
Nov-29-2024,7,Yes,25.6,High,A5,57,14.2,0,0,0,2206.92,1,1,0,1,NA
Dec-06-2024,8,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-13-2024,9,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-20-2024,10,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-27-2024,11,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-03-2025,12,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-10-2025,13,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-17-2025,14,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-25-2025,15,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-31-2025,16,Yes,25.6,High,A5,57,,,,,,1,0,1,0,Dead Dec.06.2024
0ct-11-2024,0,Yes,25.6,High,B5,58,10.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,25.6,High,B5,58,11.8,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,25.6,High,B5,58,10.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,25.6,High,B5,58,11.7,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,25.6,High,B5,58,12.3,0,1044.47,0,1044.47,1,1,0,0,NA
Nov-15-2024,5,Yes,25.6,High,B5,58,13.5,0,690,0,1734.47,1,1,0,1,NA
Nov-22-2024,6,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Nov-29-2024,7,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-06-2024,8,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-13-2024,9,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-20-2024,10,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Dec-27-2024,11,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-03-2025,12,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-10-2025,13,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-17-2025,14,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-25-2025,15,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
Jan-31-2025,16,Yes,25.6,High,B5,58,,,,,,1,0,1,0,Dead Nov.22.2024
0ct-11-2024,0,Yes,25.6,High,C5,59,10.6,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,25.6,High,C5,59,11.8,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,25.6,High,C5,59,11.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,25.6,High,C5,59,12.8,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,25.6,High,C5,59,13.4,0,1023.65,0,1023.65,1,1,0,1,NA
Nov-15-2024,5,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,Yes,25.6,High,C5,59,,,,,,1,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,Yes,25.6,High,G5,63,10.4,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,25.6,High,G5,63,11.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,25.6,High,G5,63,11.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,25.6,High,G5,63,12,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,25.6,High,G5,63,14,0,2,0,2,1,1,0,0,NA
Nov-15-2024,5,Yes,25.6,High,G5,63,12.3,0,0,0,2,1,1,0,0,NA
Nov-22-2024,6,Yes,25.6,High,G5,63,12.7,0,0,0,2,1,1,0,0,NA
Nov-29-2024,7,Yes,25.6,High,G5,63,12.7,25,0,25,2,1,1,0,0,NA
Dec-06-2024,8,Yes,25.6,High,G5,63,12.5,3,0,28,2,1,1,0,0,NA
Dec-13-2024,9,Yes,25.6,High,G5,63,12.7,0,0,28,2,1,1,0,0,NA
Dec-20-2024,10,Yes,25.6,High,G5,63,12.7,0,0,28,2,1,1,0,0,NA
Dec-27-2024,11,Yes,25.6,High,G5,63,12.6,0,0,28,2,1,1,0,0,NA
Jan-03-2025,12,Yes,25.6,High,G5,63,12.8,0,0,28,2,1,1,0,1,NA
Jan-10-2025,13,Yes,25.6,High,G5,63,,,,,,1,0,1,0,Dead Jan.10.2025
Jan-17-2025,14,Yes,25.6,High,G5,63,,,,,,1,0,1,0,Dead Jan.10.2025
Jan-25-2025,15,Yes,25.6,High,G5,63,,,,,,1,0,1,0,Dead Jan.10.2025
Jan-31-2025,16,Yes,25.6,High,G5,63,,,,,,1,0,1,0,Dead Jan.10.2025
0ct-11-2024,0,Yes,25.6,High,J5,66,9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,25.6,High,J5,66,9.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,25.6,High,J5,66,9.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,25.6,High,J5,66,10.9,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,25.6,High,J5,66,12,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,25.6,High,J5,66,12,0,197,0,197,1,1,0,0,NA
Nov-22-2024,6,Yes,25.6,High,J5,66,12.1,0,0,0,197,1,1,0,1,NA
Nov-29-2024,7,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Dec-06-2024,8,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Dec-13-2024,9,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Dec-20-2024,10,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Dec-27-2024,11,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Jan-03-2025,12,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Jan-10-2025,13,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Jan-17-2025,14,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Jan-25-2025,15,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
Jan-31-2025,16,Yes,25.6,High,J5,66,,,,,,1,0,1,0,Dead Nov.28.2024
0ct-11-2024,0,Yes,32,High,H6,78,12.5,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,32,High,H6,78,12.8,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,32,High,H6,78,11.8,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,32,High,H6,78,13.1,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,32,High,H6,78,13.8,0,499.68,0,499.68,1,1,0,0,NA
Nov-15-2024,5,Yes,32,High,H6,78,12.9,0,648.89,0,1148.57,1,1,0,0,NA
Nov-22-2024,6,Yes,32,High,H6,78,13.2,0,551.73,0,1700.3,1,1,0,1,NA
Nov-29-2024,7,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Dec-06-2024,8,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Dec-13-2024,9,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Dec-20-2024,10,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Dec-27-2024,11,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Jan-03-2025,12,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Jan-10-2025,13,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Jan-17-2025,14,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Jan-25-2025,15,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
Jan-31-2025,16,Yes,32,High,H6,78,,,,,,1,0,1,0,Dead Nov.29.2024
0ct-11-2024,0,Yes,32,High,I6,79,11.5,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,32,High,I6,79,11.5,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,32,High,I6,79,11.7,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,32,High,I6,79,12.5,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,32,High,I6,79,13.4,0,36,0,36,1,1,0,1,NA
Nov-15-2024,5,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,Yes,32,High,I6,79,,,,,,1,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,Yes,32,High,K6,81,10.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,32,High,K6,81,10.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,32,High,K6,81,10.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,32,High,K6,81,10.4,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,32,High,K6,81,10.9,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,32,High,K6,81,10.4,0,4,0,4,1,1,0,0,NA
Nov-22-2024,6,Yes,32,High,K6,81,10.8,0,0,0,4,1,1,0,0,NA
Nov-29-2024,7,Yes,32,High,K6,81,10.5,0,0,0,4,1,1,0,1,NA
Dec-06-2024,8,Yes,32,High,K6,81,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-13-2024,9,Yes,32,High,K6,81,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-20-2024,10,Yes,32,High,K6,81,,,,,,1,0,1,0,Dead Dec.06.2024
Dec-27-2024,11,Yes,32,High,K6,81,,,,,,1,0,1,0,Dead Dec.06.2024
Jan-03-2025,12,Yes,32,High,K6,81,,,,,,1,0,1,0,Dead Dec.06.2024
